0.08818 	0.97899 	-0.46971 	-2.45000 	-0.44229 	-0.16125 
0.08773 	1.22754 	-0.49714 	-2.45000 	0.13886 	0.05063 
0.08500 	0.32464 	-0.30343 	0.24348 	0.19371 	0.07063 
0.08530 	0.24348 	0.16629 	1.55217 	0.33086 	0.12063 
0.08970 	0.57319 	0.27600 	1.22754 	0.41486 	0.15125 
0.08818 	0.57319 	0.38743 	1.71449 	0.41486 	0.15125 
0.08697 	-0.08116 	0.49714 	2.36884 	0.02743 	0.01000 
0.08697 	0.16232 	0.63600 	3.10435 	0.49714 	0.18125 
0.08697 	-0.49203 	0.55200 	3.18551 	0.63600 	0.23188 
0.08742 	-2.28768 	0.46971 	2.94203 	0.35829 	0.13063 
0.08576 	-2.04420 	0.55200 	4.41304 	0.49714 	0.18125 
0.08530 	-2.28768 	0.49714 	2.77971 	0.46971 	0.17125 
0.08742 	-0.89783 	-0.24857 	2.69855 	0.00000 	0.00000 
0.08727 	-2.77971 	0.13886 	3.75870 	0.57943 	0.21125 
0.08636 	-2.94203 	-0.02743 	3.83986 	0.85714 	0.31250 
0.09485 	-2.86087 	0.33086 	3.35290 	0.77314 	0.28188 
0.08848 	-1.30870 	0.57943 	3.83986 	0.60686 	-0.08063 
0.08636 	-4.16957 	0.91200 	1.71449 	0.71829 	-0.06063 
0.08561 	-2.53623 	0.52457 	3.83986 	0.38743 	-0.15125 
0.08955 	-1.14638 	0.30343 	3.35290 	0.35829 	-0.47313 
0.08667 	-2.20652 	1.02171 	2.61739 	0.69086 	-0.43313 
0.08667 	-2.94203 	0.93943 	3.59638 	0.33086 	-0.48313 
0.08727 	-3.35290 	0.46971 	4.33188 	0.88457 	-0.56375 
0.08576 	-3.83986 	0.82800 	3.51522 	0.82800 	-0.49375 
0.08727 	-2.45000 	0.80057 	3.35290 	0.44229 	-0.55375 
0.08636 	-4.41304 	0.66343 	2.53623 	0.60686 	-0.66438 
0.08136 	-3.27174 	0.91200 	2.53623 	1.18800 	-0.55375 
0.08197 	-4.74275 	0.91200 	3.18551 	0.55200 	-0.64438 
0.08576 	-3.83986 	1.13314 	3.75870 	1.10571 	-0.74500 
0.08530 	-4.98623 	0.77314 	3.18551 	0.82800 	-0.71500 
0.08636 	-4.49420 	1.35429 	5.22971 	1.32514 	-0.76563 
0.09045 	-6.61957 	1.16057 	3.83986 	1.51886 	-0.63438 
0.08667 	-4.98623 	0.99429 	3.67754 	0.82800 	-0.81563 
0.08864 	-3.92101 	0.77314 	2.20652 	0.77314 	-0.89625 
0.08848 	-5.47826 	1.35429 	3.83986 	1.27029 	-1.02750 
0.08803 	-5.22971 	1.10571 	2.94203 	0.93943 	-0.87625 
0.08712 	-4.74275 	1.40914 	5.64058 	1.27029 	-0.96688 
0.08561 	-6.53841 	1.07657 	2.94203 	0.99429 	-1.01688 
0.08727 	-7.51739 	1.71257 	3.75870 	1.07657 	-1.03750 
0.08758 	-5.96522 	1.82229 	5.06739 	1.21543 	-1.23875 
0.08591 	-4.98623 	1.46400 	6.04638 	1.24286 	-1.17813 
0.08576 	-7.03043 	1.51886 	5.80290 	1.27029 	-1.00688 
0.08333 	-7.68478 	1.98857 	4.65652 	1.07657 	-1.13813 
0.08636 	-6.21377 	1.43657 	8.66377 	1.43657 	-1.04750 
0.08561 	-6.70072 	1.21543 	5.72174 	0.93943 	-0.93688 
0.08561 	-4.90507 	1.32514 	5.22971 	0.91200 	-0.94688 
0.08394 	-6.12754 	1.57371 	5.80290 	1.04914 	-0.96688 
0.08697 	-8.50145 	2.15486 	4.74275 	1.68514 	-0.85625 
0.08879 	-9.15580 	2.01600 	5.72174 	1.32514 	-0.80563 
0.08515 	-7.43623 	1.68514 	6.04638 	1.71257 	-0.87625 
0.07652 	-6.21377 	1.90629 	5.47826 	1.04914 	-0.86625 
0.08424 	-7.51739 	2.07086 	5.47826 	0.74571 	-0.90625 
0.08485 	-7.60362 	2.04343 	5.39203 	1.40914 	-0.88625 
0.08470 	-8.17174 	2.15486 	5.14855 	1.49143 	-0.98688 
0.08470 	-7.60362 	1.18800 	7.76594 	1.13314 	-0.67500 
0.08515 	-9.23696 	0.60686 	6.70072 	1.29771 	-0.80563 
0.08303 	-7.68478 	0.85714 	8.33913 	1.13314 	-0.86625 
0.08500 	-9.07464 	1.57371 	5.39203 	1.18800 	-0.81563 
0.08333 	-10.37826 	1.29771 	6.61957 	1.27029 	-0.79563 
0.07818 	-8.82609 	1.21543 	7.27391 	1.07657 	-0.67500 
0.08379 	-6.53841 	0.96686 	5.31087 	1.10571 	-0.67500 
0.08515 	-9.15580 	1.29771 	6.61957 	-0.02743 	-0.64438 
0.08697 	-9.56159 	1.21543 	7.11159 	0.52457 	-0.75500 
0.07864 	-7.92826 	1.87886 	6.12754 	0.80057 	-0.76563 
0.08485 	-11.20000 	1.43657 	6.61957 	1.21543 	-0.64438 
0.08455 	-7.43623 	0.93943 	8.50145 	0.05486 	-0.58438 
0.08333 	-8.98841 	0.93943 	7.11159 	0.49714 	-0.56375 
0.08818 	-8.25290 	1.49143 	7.11159 	0.82800 	-0.60438 
0.08545 	-7.84710 	1.68514 	8.90725 	0.60686 	-0.63438 
0.08364 	-6.12754 	1.35429 	7.92826 	0.93943 	-0.63438 
0.08636 	-9.81014 	1.87886 	8.33913 	0.44229 	-0.60438 
0.08318 	-6.29493 	1.29771 	8.82609 	0.71829 	-0.56375 
0.08515 	-9.48043 	1.85143 	9.23696 	0.77314 	-0.61438 
0.08470 	-9.81014 	1.74000 	7.11159 	0.69086 	-0.66438 
0.08712 	-8.50145 	1.35429 	8.66377 	0.71829 	-0.54375 
0.08530 	-7.19275 	2.29200 	8.66377 	0.46971 	-0.67500 
0.08394 	-7.35507 	1.21543 	6.94928 	0.60686 	-0.05063 
0.08364 	-8.50145 	1.57371 	-0.32464 	0.96686 	0.04000 
0.08682 	-10.05362 	2.32114 	-1.30870 	0.77314 	-0.13063 
0.08818 	-8.17174 	1.71257 	1.38986 	0.88457 	0.02000 
0.08621 	-5.47826 	2.04343 	-0.16232 	0.77314 	-0.07063 
0.08545 	-7.76594 	2.59714 	1.14638 	0.71829 	-0.04000 
0.08606 	-2.20652 	2.07086 	2.69855 	1.13314 	0.00000 
0.08758 	-2.04420 	1.85143 	3.18551 	1.10571 	-0.01000 
0.08652 	-1.30870 	1.90629 	2.04420 	0.82800 	-0.07063 
0.08712 	0.41087 	2.54057 	0.49203 	0.71829 	-0.25188 
0.08621 	-2.04420 	2.29200 	0.16232 	0.88457 	-0.19125 
0.08773 	-1.71449 	2.23714 	2.20652 	0.82800 	-0.07063 
0.08712 	-1.79565 	1.65771 	0.65435 	0.35829 	-0.15125 
0.08621 	-0.16232 	1.57371 	1.47101 	0.91200 	-0.22125 
0.08530 	-2.04420 	2.04343 	0.73551 	0.63600 	-0.12063 
0.08015 	0.08116 	1.76743 	1.30870 	0.77314 	-0.27188 
0.08500 	-0.73551 	2.12743 	2.36884 	0.74571 	-0.16125 
0.08409 	-2.20652 	1.63029 	0.81667 	0.88457 	-0.19125 
0.08424 	-1.79565 	1.63029 	1.38986 	0.99429 	-0.23188 
0.08515 	-1.79565 	1.76743 	2.61739 	0.88457 	-0.06063 
0.08470 	-0.41087 	1.74000 	3.51522 	0.80057 	-0.14125 
0.08515 	0.08116 	1.82229 	2.61739 	1.24286 	-0.03000 
0.08545 	-1.55217 	2.10000 	0.32464 	0.66343 	-0.10063 
0.08727 	-1.47101 	1.63029 	0.65435 	0.55200 	-0.09063 
0.08409 	-1.47101 	1.68514 	2.28768 	0.44229 	-0.15125 
0.08455 	0.41087 	2.92800 	0.00000 	1.21543 	-0.23188 
0.08515 	-2.61739 	2.95543 	3.18551 	0.69086 	-0.22125 
0.08591 	0.24348 	1.60286 	1.30870 	0.30343 	-0.09063 
0.08530 	-1.88188 	1.76743 	0.81667 	0.35829 	-0.12063 
0.08697 	-0.32464 	2.45829 	2.04420 	0.46971 	-0.35250 
0.08742 	-1.22754 	2.70686 	0.00000 	0.66343 	-0.26188 
0.08636 	-0.65435 	2.37600 	-0.24348 	0.96686 	-0.24188 
0.08788 	0.24348 	2.15486 	-1.30870 	0.57943 	-0.15125 
0.08576 	0.24348 	1.87886 	0.41087 	0.57943 	-0.38250 
0.08485 	0.89783 	2.07086 	1.22754 	0.93943 	-0.19125 
0.08061 	-1.38986 	2.23714 	0.73551 	0.69086 	-0.10063 
0.08773 	-2.69855 	1.82229 	0.08116 	0.74571 	-0.09063 
0.08894 	0.57319 	2.15486 	1.06014 	0.66343 	-0.20125 
0.08833 	-2.04420 	1.98857 	1.06014 	0.93943 	-0.19125 
0.08864 	-0.08116 	1.74000 	0.32464 	0.99429 	-0.25188 
0.08894 	-0.49203 	2.48571 	7.11159 	1.02171 	-0.31250 
0.08697 	-1.63333 	2.10000 	7.27391 	1.10571 	-0.30188 
0.08758 	-1.63333 	1.90629 	5.39203 	0.96686 	-0.31250 
0.08606 	-1.55217 	2.10000 	6.78188 	1.16057 	-0.27188 
0.08606 	-0.89783 	1.76743 	7.51739 	1.21543 	-0.26188 
0.08818 	-1.14638 	1.63029 	3.51522 	1.29771 	-0.32250 
0.08667 	-1.47101 	1.71257 	6.37609 	1.18800 	-0.22125 
0.08576 	-1.06014 	2.04343 	6.29493 	0.96686 	-0.16125 
0.08758 	-5.55942 	1.87886 	4.90507 	1.29771 	-0.32250 
0.08712 	-4.41304 	2.20971 	5.80290 	1.35429 	-0.13063 
0.08803 	-4.33188 	2.10000 	5.96522 	0.88457 	-0.08063 
0.08864 	-4.41304 	2.51314 	6.45725 	1.21543 	-0.20125 
0.08818 	-4.65652 	2.29200 	7.51739 	1.40914 	-0.06063 
0.08636 	-4.16957 	1.79486 	5.64058 	1.32514 	-0.13063 
0.08758 	-5.80290 	1.18800 	4.74275 	1.13314 	-0.08063 
0.08788 	-6.86812 	1.04914 	7.03043 	1.32514 	-0.16125 
0.08576 	-4.65652 	1.35429 	5.31087 	1.57371 	0.08063 
0.08576 	-4.41304 	1.35429 	5.55942 	1.35429 	0.00000 
0.08545 	-6.29493 	1.13314 	5.88406 	1.16057 	-0.06063 
0.08894 	-4.49420 	1.21543 	8.90725 	1.13314 	0.01000 
0.08758 	-6.53841 	1.29771 	6.53841 	0.93943 	0.09063 
0.08136 	-4.74275 	1.27029 	5.64058 	1.13314 	-0.47313 
0.08939 	-4.82391 	1.10571 	7.76594 	1.40914 	-0.74500 
0.08758 	-4.90507 	1.13314 	6.29493 	1.21543 	-0.67500 
